,latitude,longitude,cluster_label
0,35.789846,-78.650624,3
1,36.116203,-119.618564,0
2,36.116203,-119.618564,0
3,40.349457,-88.986137,15
4,33.729759,-111.431221,14
5,42.230171,-71.530106,10
6,41.85003,-87.65005,15
7,36.116203,-119.618564,0
8,39.73915,-104.9847,24
9,21.52536,-78.22579,5
10,32.71571,-117.16472,21
11,36.116203,-119.618564,0
12,40.349457,-88.986137,15
13,30.239513,-97.69127,7
14,21.094318,-157.498337,13
15,40.590752,-77.209755,3
16,30.649082,-97.605065,7
17,61.370716,-152.404419,8
18,36.731963,-80.727831,3
19,40.349457,-88.986137,15
20,40.349457,-88.986137,15
21,21.52536,-78.22579,5
22,36.116203,-119.618564,0
23,36.116203,-119.618564,0
24,31.054487,-97.563461,7
25,39.09973,-94.57857,20
26,31.054487,-97.563461,7
27,33.95335,-117.39616,21
28,38.525182,-122.92611,28
29,40.71427,-74.00597,10
30,33.729759,-111.431221,14
31,42.230171,-71.530106,10
32,36.116203,-119.618564,0
33,33.729759,-111.431221,14
34,31.054487,-97.563461,7
35,21.52536,-78.22579,5
36,40.349457,-88.986137,15
37,21.52536,-78.22579,5
38,33.729759,-111.431221,14
39,40.71427,-74.00597,10
40,40.349457,-88.986137,15
41,42.230171,-71.530106,10
42,34.10834,-117.28977,21
43,42.230171,-71.530106,10
44,47.490599,-121.833996,16
45,36.116203,-119.618564,0
46,32.71571,-117.16472,21
47,45.694454,-93.900192,9
48,42.230171,-71.530106,10
49,42.230171,-71.530106,10
50,36.116203,-119.618564,0
51,30.791242,-96.984395,7
52,34.10834,-117.28977,21
53,30.58333,114.26667,23
54,33.729759,-111.431221,14
55,37.66814,-84.670067,2
56,22.40694,-79.96472,5
57,33.44838,-112.07404,14
58,40.590752,-77.209755,3
59,40.6976,-74.2632,10
60,22.40694,-79.96472,5
61,36.116203,-119.618564,0
62,39.09973,-94.57857,20
63,32.806671,-86.79113,27
64,44.299782,-99.438828,26
65,40.349457,-88.986137,15
66,33.729759,-111.431221,14
67,38.5266,-96.726486,20
68,40.336887,-75.10706,3
69,36.116203,-119.618564,0
70,61.370716,-152.404419,8
71,31.054487,-97.563461,7
72,42.230171,-71.530106,10
73,32.78306,-96.80667,7
74,45.694454,-93.900192,9
75,-28.10391,26.86593,1
76,25.61058,-80.497099,5
77,30.100772,-97.310639,7
78,42.230171,-71.530106,10
79,40.388783,-82.764915,22
80,38.89511,-77.03637,3
81,42.230171,-71.530106,10
82,42.91336,-85.70531,22
83,21.52536,-78.22579,5
84,42.230171,-71.530106,10
85,31.054487,-97.563461,7
86,40.349457,-88.986137,15
87,-5.11306,105.30667,12
88,42.230171,-71.530106,10
89,36.116203,-119.618564,0
90,36.116203,-119.618564,0
91,31.169546,-91.867805,25
92,32.78306,-96.80667,7
93,40.349457,-88.986137,15
94,33.95335,-117.39616,21
95,42.230171,-71.530106,10
96,43.326618,-84.536095,22
97,36.116203,-119.618564,0
98,34.42083,-119.69819,0
99,32.71571,-117.16472,21
100,21.52536,-78.22579,5
101,34.10834,-117.28977,21
102,45.694454,-93.900192,9
103,45.694454,-93.900192,9
104,47.538569,-90.290189,9
105,40.349457,-88.986137,15
106,34.42083,-119.69819,0
107,33.95335,-117.39616,21
108,45.694454,-93.900192,9
109,45.694454,-93.900192,9
110,43.452492,-71.563896,10
111,36.116203,-119.618564,0
112,40.349457,-88.986137,15
113,39.849426,-86.258278,15
114,40.388783,-82.764915,22
115,39.063946,-76.802101,3
116,33.729759,-111.431221,14
117,40.590752,-77.209755,3
118,36.116203,-119.618564,0
119,21.52536,-78.22579,5
120,31.054487,-97.563461,7
121,45.694454,-93.900192,9
122,21.52536,-78.22579,5
123,33.729759,-111.431221,14
124,21.52536,-78.22579,5
125,42.230171,-71.530106,10
126,42.230171,-71.530106,10
127,37.77099,-122.26087,28
128,40.349457,-88.986137,15
129,21.52536,-78.22579,5
130,40.388783,-82.764915,22
131,40.590752,-77.209755,3
132,36.116203,-119.618564,0
133,36.116203,-119.618564,0
134,33.729759,-111.431221,14
135,42.230171,-71.530106,10
136,47.490599,-121.833996,16
137,53.1905,-2.89189,6
138,21.52536,-78.22579,5
139,41.85003,-87.65005,15
140,38.456085,-92.288368,20
141,36.116203,-119.618564,0
142,38.525182,-122.92611,28
143,32.806671,-86.79113,27
144,36.116203,-119.618564,0
145,45.694454,-93.900192,9
146,42.230171,-71.530106,10
147,18.38078,-65.95739,18
148,37.09024,-95.712891,20
149,32.71571,-117.16472,21
150,-28.10391,26.86593,1
151,42.230171,-71.530106,10
152,38.89511,-77.03637,3
153,33.729759,-111.431221,14
154,41.85003,-87.65005,15
155,33.78779,-117.85311,21
156,31.054487,-97.563461,7
157,40.349457,-88.986137,15
158,42.230171,-71.530106,10
159,21.52536,-78.22579,5
160,43.326618,-84.536095,22
161,32.71571,-117.16472,21
162,31.054487,-97.563461,7
163,36.116203,-119.618564,0
164,42.230171,-71.530106,10
165,40.388783,-82.764915,22
166,21.52536,-78.22579,5
167,31.054487,-97.563461,7
168,37.09024,-95.712891,20
169,21.52536,-78.22579,5
170,40.349457,-88.986137,15
171,32.71571,-117.16472,21
172,21.52536,-78.22579,5
173,40.349457,-88.986137,15
174,31.054487,-97.563461,7
175,38.051817,-122.745974,28
176,39.09973,-94.57857,20
177,34.27834,-119.29317,0
178,18.38078,-65.95739,18
179,21.52536,-78.22579,5
180,40.590752,-77.209755,3
181,45.694454,-93.900192,9
182,37.09024,-95.712891,20
183,41.597782,-72.755371,10
184,31.054487,-97.563461,7
185,47.538569,-90.290189,9
186,42.230171,-71.530106,10
187,37.77099,-122.26087,28
188,38.456085,-92.288368,20
189,32.71571,-117.16472,21
190,36.116203,-119.618564,0
191,36.116203,-119.618564,0
192,33.729759,-111.431221,14
193,31.054487,-97.563461,7
194,53.1905,-2.89189,6
195,40.349457,-88.986137,15
196,45.694454,-93.900192,9
197,43.66294,-116.68736,11
198,38.89511,-77.03637,3
199,43.452492,-71.563896,10
200,43.326618,-84.536095,22
201,40.71427,-74.00597,10
202,41.597782,-72.755371,10
203,30.791242,-96.984395,7
204,21.52536,-78.22579,5
205,42.67087,-83.03298,22
206,31.054487,-97.563461,7
207,21.52536,-78.22579,5
208,34.05223,-118.24368,21
209,30.649082,-97.605065,7
210,21.52536,-78.22579,5
211,21.52536,-78.22579,5
212,33.194532,-96.579444,7
213,22.40694,-79.96472,5
214,32.741646,-89.678696,25
215,42.230171,-71.530106,10
216,21.52536,-78.22579,5
217,38.456085,-92.288368,20
218,30.649082,-97.605065,7
219,42.230171,-71.530106,10
220,31.054487,-97.563461,7
221,21.52536,-78.22579,5
222,40.388783,-82.764915,22
223,40.349457,-88.986137,15
224,36.116203,-119.618564,0
225,22.40694,-79.96472,5
226,21.52536,-78.22579,5
227,36.116203,-119.618564,0
228,40.349457,-88.986137,15
229,41.597782,-72.755371,10
230,33.44838,-112.07404,14
231,33.78779,-117.85311,21
232,41.85003,-87.65005,15
233,42.011539,-93.210526,20
234,38.456085,-92.288368,20
235,44.299782,-99.438828,26
236,36.116203,-119.618564,0
237,42.230171,-71.530106,10
238,40.349457,-88.986137,15
239,61.370716,-152.404419,8
240,31.054487,-97.563461,7
241,32.772119,-97.291224,7
242,37.09024,-95.712891,20
243,33.19587,-117.37948,21
244,31.054487,-97.563461,7
245,33.729759,-111.431221,14
246,47.538569,-90.290189,9
247,21.52536,-78.22579,5
248,41.852058,-88.086039,15
249,40.388783,-82.764915,22
250,21.52536,-78.22579,5
251,25.05823,-77.34306,5
252,38.313515,-117.055374,0
253,36.116203,-119.618564,0
254,33.78779,-117.85311,21
255,45.694454,-93.900192,9
256,38.030933,-81.086051,3
257,38.456085,-92.288368,20
258,33.729759,-111.431221,14
259,35.346629,-118.729506,0
260,42.230171,-71.530106,10
261,31.054487,-97.563461,7
262,31.054487,-97.563461,7
263,45.694454,-93.900192,9
264,33.95335,-117.39616,21
265,32.806671,-86.79113,27
266,21.52536,-78.22579,5
267,21.52536,-78.22579,5
268,45.694454,-93.900192,9
269,50.50301,13.63617,19
270,33.95335,-117.39616,21
271,41.85003,-87.65005,15
272,40.349457,-88.986137,15
273,37.77099,-122.26087,28
274,30.266456,-98.399217,7
275,21.52536,-78.22579,5
276,36.116203,-119.618564,0
277,31.054487,-97.563461,7
278,40.336887,-75.10706,3
279,30.100772,-97.310639,7
280,22.40694,-79.96472,5
281,31.054487,-97.563461,7
282,45.694454,-93.900192,9
283,21.52536,-78.22579,5
284,21.52536,-78.22579,5
285,40.590752,-77.209755,3
286,40.349457,-88.986137,15
287,38.89511,-77.03637,3
288,38.89511,-77.03637,3
289,21.52536,-78.22579,5
290,40.150032,-111.862434,11
291,33.95335,-117.39616,21
292,39.09973,-94.57857,20
293,33.729759,-111.431221,14
294,33.729759,-111.431221,14
295,40.388783,-82.764915,22
296,38.525182,-122.92611,28
297,36.116203,-119.618564,0
298,36.116203,-119.618564,0
299,36.116203,-119.618564,0
300,41.597782,-72.755371,10
301,36.116203,-119.618564,0
302,42.58474,-87.82119,15
303,21.52536,-78.22579,5
304,31.054487,-97.563461,7
305,44.05817,-121.31531,16
306,36.116203,-119.618564,0
307,31.054487,-97.563461,7
308,38.89511,-77.03637,3
309,31.054487,-97.563461,7
310,22.40694,-79.96472,5
311,18.38078,-65.95739,18
312,36.116203,-119.618564,0
313,42.230171,-71.530106,10
314,31.196731,-98.240889,7
315,44.240459,-114.478828,11
316,31.054487,-97.563461,7
317,38.89511,-77.03637,3
318,38.89511,-77.03637,3
319,38.89511,-77.03637,3
320,21.52536,-78.22579,5
321,21.52536,-78.22579,5
322,40.71427,-74.00597,10
323,21.52536,-78.22579,5
324,40.71427,-74.00597,10
325,21.52536,-78.22579,5
326,33.21484,-97.13307,7
327,33.78779,-117.85311,21
328,39.09973,-94.57857,20
329,42.230171,-71.530106,10
330,21.52536,-78.22579,5
331,40.349457,-88.986137,15
332,39.73915,-104.9847,24
333,42.230171,-71.530106,10
334,21.52536,-78.22579,5
335,32.806671,-86.79113,27
336,33.95335,-117.39616,21
337,42.35843,-71.05977,10
338,21.52536,-78.22579,5
339,40.590752,-77.209755,3
340,25.77427,-80.19366,5
341,40.349457,-88.986137,15
342,31.054487,-97.563461,7
343,21.52536,-78.22579,5
344,40.71427,-74.00597,10
345,36.116203,-119.618564,0
346,33.78779,-117.85311,21
347,36.116203,-119.618564,0
348,36.116203,-119.618564,0
349,30.78963,-98.201187,7
350,42.230171,-71.530106,10
351,40.349457,-88.986137,15
352,42.230171,-71.530106,10
353,39.063946,-76.802101,3
354,36.116203,-119.618564,0
355,36.116203,-119.618564,0
356,40.150032,-111.862434,11
357,44.268543,-89.616508,15
358,38.89511,-77.03637,3
359,31.169546,-91.867805,25
360,38.89511,-77.03637,3
361,-28.10391,26.86593,1
362,39.063946,-76.802101,3
363,36.116203,-119.618564,0
364,31.054487,-97.563461,7
365,42.230171,-71.530106,10
366,40.388783,-82.764915,22
367,29.42412,-98.49363,7
368,-28.10391,26.86593,1
369,21.52536,-78.22579,5
370,41.85003,-87.65005,15
371,43.326618,-84.536095,22
372,36.116203,-119.618564,0
373,45.694454,-93.900192,9
374,40.590752,-77.209755,3
375,36.116203,-119.618564,0
376,40.349457,-88.986137,15
377,30.100772,-97.310639,7
378,21.52536,-78.22579,5
379,21.52536,-78.22579,5
380,37.919479,-121.951543,28
381,40.349457,-88.986137,15
382,36.116203,-119.618564,0
383,45.694454,-93.900192,9
384,14.6982,121.1236,4
385,47.528912,-99.784012,26
386,21.52536,-78.22579,5
387,40.590752,-77.209755,3
388,36.116203,-119.618564,0
389,36.116203,-119.618564,0
390,40.590752,-77.209755,3
391,30.239513,-97.69127,7
392,21.52536,-78.22579,5
393,36.116203,-119.618564,0
394,42.230171,-71.530106,10
395,21.52536,-78.22579,5
396,42.230171,-71.530106,10
397,21.52536,-78.22579,5
398,-28.10391,26.86593,1
399,39.09973,-94.57857,20
400,38.89511,-77.03637,3
401,32.71571,-117.16472,21
402,36.116203,-119.618564,0
403,37.09024,-95.712891,20
404,-28.10391,26.86593,1
405,21.52536,-78.22579,5
406,34.10834,-117.28977,21
407,38.89511,-77.03637,3
408,38.456085,-92.288368,20
409,33.194532,-96.579444,7
410,36.116203,-119.618564,0
411,36.116203,-119.618564,0
412,42.230171,-71.530106,10
413,31.054487,-97.563461,7
414,22.40694,-79.96472,5
415,31.054487,-97.563461,7
416,21.52536,-78.22579,5
417,33.78779,-117.85311,21
418,32.71571,-117.16472,21
419,38.472853,-77.015427,3
420,33.95335,-117.39616,21
421,36.116203,-119.618564,0
422,54.8951,-2.9382,6
423,31.054487,-97.563461,7
424,40.349457,-88.986137,15
425,21.52536,-78.22579,5
426,38.313515,-117.055374,0
427,36.116203,-119.618564,0
428,40.349457,-88.986137,15
429,33.95335,-117.39616,21
430,40.150032,-111.862434,11
431,36.116203,-119.618564,0
432,14.6982,121.1236,4
433,33.729759,-111.431221,14
434,42.230171,-71.530106,10
435,36.116203,-119.618564,0
436,36.116203,-119.618564,0
437,31.054487,-97.563461,7
438,40.590752,-77.209755,3
439,40.349457,-88.986137,15
440,44.693947,-69.381927,10
441,21.52536,-78.22579,5
442,32.71571,-117.16472,21
443,40.349457,-88.986137,15
444,29.76328,-95.36327,7
445,47.538569,-90.290189,9
446,-5.11306,105.30667,12
447,40.349457,-88.986137,15
448,36.116203,-119.618564,0
449,33.729759,-111.431221,14
450,36.116203,-119.618564,0
451,38.89511,-77.03637,3
452,38.313515,-117.055374,0
453,27.481682,-82.368767,27
454,40.590752,-77.209755,3
455,31.054487,-97.563461,7
456,39.063946,-76.802101,3
457,22.40694,-79.96472,5
458,-28.10391,26.86593,1
459,31.054487,-97.563461,7
460,33.14337,-117.16614,21
461,34.05223,-118.24368,21
462,38.89511,-77.03637,3
463,47.538569,-90.290189,9
464,38.89511,-77.03637,3
465,21.52536,-78.22579,5
466,21.52536,-78.22579,5
467,42.230171,-71.530106,10
468,36.116203,-119.618564,0
469,36.116203,-119.618564,0
470,37.44188,-122.14302,28
471,39.063946,-76.802101,3
472,30.707584,-98.68469,7
473,31.054487,-97.563461,7
474,33.729759,-111.431221,14
475,40.349457,-88.986137,15
476,32.78306,-96.80667,7
477,36.116203,-119.618564,0
478,40.349457,-88.986137,15
479,33.78779,-117.85311,21
480,33.95335,-117.39616,21
481,22.40694,-79.96472,5
482,39.09973,-94.57857,20
483,42.35843,-71.05977,10
484,21.52536,-78.22579,5
485,36.116203,-119.618564,0
486,40.349457,-88.986137,15
487,31.054487,-97.563461,7
488,-28.10391,26.86593,1
489,43.326618,-84.536095,22
490,45.694454,-93.900192,9
491,40.388783,-82.764915,22
492,31.054487,-97.563461,7
493,21.52536,-78.22579,5
494,36.116203,-119.618564,0
495,31.054487,-97.563461,7
496,36.333905,-89.485536,2
497,21.52536,-78.22579,5
498,61.370716,-152.404419,8
499,42.230171,-71.530106,10
500,45.694454,-93.900192,9
501,47.538569,-90.290189,9
502,31.054487,-97.563461,7
503,25.77427,-80.19366,5
504,32.806671,-86.79113,27
505,21.52536,-78.22579,5
506,33.729759,-111.431221,14
507,32.772119,-97.291224,7
508,31.054487,-97.563461,7
509,21.52536,-78.22579,5
510,14.6,120.98333,4
511,21.52536,-78.22579,5
512,37.915836,-118.875167,0
513,40.6976,-74.2632,10
514,34.10834,-117.28977,21
515,42.230171,-71.530106,10
516,32.71571,-117.16472,21
517,33.78779,-117.85311,21
518,21.52536,-78.22579,5
519,31.054487,-97.563461,7
520,48.070464,-121.936784,16
521,40.349457,-88.986137,15
522,18.38078,-65.95739,18
523,21.52536,-78.22579,5
524,39.062032,-120.722718,28
525,36.116203,-119.618564,0
526,36.116203,-119.618564,0
527,34.969704,-92.373123,25
528,32.806671,-86.79113,27
529,33.95335,-117.39616,21
530,38.89511,-77.03637,3
531,40.71427,-74.00597,10
532,36.116203,-119.618564,0
533,36.116203,-119.618564,0
534,33.78779,-117.85311,21
535,-28.10391,26.86593,1
536,40.349457,-88.986137,15
537,31.054487,-97.563461,7
538,42.230171,-71.530106,10
539,36.116203,-119.618564,0
540,-28.10391,26.86593,1
541,34.969704,-92.373123,25
542,31.054487,-97.563461,7
543,21.52536,-78.22579,5
544,32.71571,-117.16472,21
545,40.71427,-74.00597,10
546,36.116203,-119.618564,0
547,33.95335,-117.39616,21
548,42.230171,-71.530106,10
549,36.116203,-119.618564,0
550,31.054487,-97.563461,7
551,31.054487,-97.563461,7
552,39.09973,-94.57857,20
553,35.747845,-86.692345,2
554,42.011539,-93.210526,20
555,39.09973,-94.57857,20
556,21.52536,-78.22579,5
557,21.52536,-78.22579,5
558,21.52536,-78.22579,5
559,45.694454,-93.900192,9
560,40.71427,-74.00597,10
561,36.116203,-119.618564,0
562,42.230171,-71.530106,10
563,21.52536,-78.22579,5
564,42.230171,-71.530106,10
565,21.52536,-78.22579,5
566,44.693947,-69.381927,10
567,37.919479,-121.951543,28
568,45.694454,-93.900192,9
569,21.52536,-78.22579,5
570,45.694454,-93.900192,9
571,42.49044,-83.01304,22
572,36.116203,-119.618564,0
573,7.41251,-7.55383,17
574,36.116203,-119.618564,0
575,21.52536,-78.22579,5
576,40.349457,-88.986137,15
577,31.054487,-97.563461,7
578,43.452492,-71.563896,10
579,36.116203,-119.618564,0
580,31.054487,-97.563461,7
581,45.694454,-93.900192,9
582,45.694454,-93.900192,9
583,33.78779,-117.85311,21
584,39.063946,-76.802101,3
585,32.741646,-89.678696,25
586,40.349457,-88.986137,15
587,41.597782,-72.755371,10
588,36.116203,-119.618564,0
589,36.17497,-115.13722,21
590,34.969704,-92.373123,25
591,21.52536,-78.22579,5
592,36.116203,-119.618564,0
593,30.266456,-98.399217,7
594,40.349457,-88.986137,15
595,36.116203,-119.618564,0
596,31.054487,-97.563461,7
597,31.054487,-97.563461,7
598,21.52536,-78.22579,5
599,31.054487,-97.563461,7
600,37.09024,-95.712891,20
601,-28.10391,26.86593,1
602,42.230171,-71.530106,10
603,40.150032,-111.862434,11
604,40.71427,-74.00597,10
605,42.230171,-71.530106,10
606,36.701721,-83.130112,2
607,21.52536,-78.22579,5
608,40.349457,-88.986137,15
609,31.169546,-91.867805,25
610,40.349457,-88.986137,15
611,36.116203,-119.618564,0
612,38.89511,-77.03637,3
613,33.729759,-111.431221,14
614,36.116203,-119.618564,0
615,45.694454,-93.900192,9
616,31.054487,-97.563461,7
617,21.52536,-78.22579,5
618,43.326618,-84.536095,22
619,21.52536,-78.22579,5
620,42.230171,-71.530106,10
621,44.299782,-99.438828,26
622,42.230171,-71.530106,10
623,38.051817,-122.745974,28
624,40.349457,-88.986137,15
625,21.094318,-157.498337,13
626,40.349457,-88.986137,15
627,21.52536,-78.22579,5
628,44.240459,-114.478828,11
629,42.230171,-71.530106,10
630,40.6976,-74.2632,10
631,36.116203,-119.618564,0
632,40.349457,-88.986137,15
633,31.169546,-91.867805,25
634,21.52536,-78.22579,5
635,21.52536,-78.22579,5
636,33.78779,-117.85311,21
637,38.29714,-122.28553,28
638,32.71571,-117.16472,21
639,50.50301,13.63617,19
640,32.71571,-117.16472,21
641,40.349457,-88.986137,15
642,37.919479,-121.951543,28
643,40.349457,-88.986137,15
644,47.538569,-90.290189,9
645,31.054487,-97.563461,7
646,40.349457,-88.986137,15
647,40.349457,-88.986137,15
648,18.38078,-65.95739,18
649,32.78306,-96.80667,7
650,43.326618,-84.536095,22
651,33.95335,-117.39616,21
652,21.52536,-78.22579,5
653,32.772119,-97.291224,7
654,-33.963,22.46173,1
655,-28.10391,26.86593,1
656,42.230171,-71.530106,10
657,30.26715,-97.74306,7
658,21.52536,-78.22579,5
659,31.054487,-97.563461,7
660,33.78779,-117.85311,21
661,21.52536,-78.22579,5
662,47.538569,-90.290189,9
663,42.04114,-87.69006,15
664,-28.10391,26.86593,1
665,42.230171,-71.530106,10
666,36.116203,-119.618564,0
667,41.85003,-87.65005,15
668,30.649082,-97.605065,7
669,36.116203,-119.618564,0
670,53.1905,-2.89189,6
671,39.37221,-104.85609,24
672,33.19762,-96.61527,7
673,31.054487,-97.563461,7
674,38.829288,-76.84818,3
675,32.71571,-117.16472,21
676,42.230171,-71.530106,10
677,40.71427,-74.00597,10
678,37.919479,-121.951543,28
679,36.116203,-119.618564,0
680,30.266456,-98.399217,7
681,39.063946,-76.802101,3
682,36.116203,-119.618564,0
683,42.230171,-71.530106,10
684,41.85003,-87.65005,15
685,41.85003,-87.65005,15
686,42.230171,-71.530106,10
687,31.169546,-91.867805,25
688,40.71427,-74.00597,10
